Infertility,Leukopenia,Multiple Myeloma,Neutropenia,Obesity,Hypertension,Autism Spectrum Disorder,Dementia,Diabetes Mellitus,Hepatitis,Hyperglycemia,Hyperinsulinism,Schizophrenia,Adenocarcinoma,Cleft Lip,Adenoma,Agranulocytosis,Astrocytoma,Atherosclerosis,Carcinoma,Coronary Artery Disease,Endometriosis,Glomerulonephritis,Hypersensitivity,Myocardial Infarction,Nephritis,Neuroblastoma,Osteoporosis,Osteosarcoma,Pericarditis,Polycystic Ovary Syndrome,Pre-Eclampsia,Prostatitis,Sarcoma,Tuberculosis,Uremia,Vasculitis,Arthritis,Hypoglycemia,Urticaria,Intellectual Disability,Blindness,Melanoma,Alopecia,Arteriosclerosis,Leukemia,Lymphoma,Medulloblastoma,Panic Disorder,Rhabdomyosarcoma,Germinoma,Osteoarthritis,Bipolar Disorder,Pheochromocytoma,Syndrome,Aortic Aneurysm,Heroin Dependence,Polycythemia,Fibrosarcoma,Glaucoma,Hepatoblastoma,Hyperhomocysteinemia,Meningioma,Psoriasis,Retinal Degeneration,Retinoblastoma,Choriocarcinoma,Hepatitis C,Lymphadenitis,Retinitis Pigmentosa,Teratoma,Adrenocortical Carcinoma,Burkitt Lymphoma,Leiomyosarcoma,Hepatitis B,Insulinoma,Intracranial Aneurysm,Malaria,Multiple Sclerosis,Myopia,Narcolepsy,Periodontitis,Polycythemia Vera,Amyloidosis,Down Syndrome,Acquired Immunodeficiency Syndrome,Herpes Zoster,Hypotrichosis,Seasonal Affective Disorder,Pseudohypoparathyroidism,Agnosia,Blepharophimosis,Multiple System Atrophy,Prader-Willi Syndrome,Seminoma
Hyperinsulinism,0.802975743575134,0.876205481553876,0.8151293544191999,0.9212884029599878,0.9040986669718732,0.9414108366875694,0.8194047758083626,0.9379228369755707,0.8486684247915038,0.9500217900863538,0.9999999999999969,0.7854535846887057,0.9550798310120778,0.8015454895930322,0.887604610898764,0.7697160203425387,0.7330731168723622,0.9298681185930329,0.8693182879212253,0.9105758211137958,0.9218668344494969,0.7431373466671616,0.8366191769856057,0.9120229533844841,0.8245784059606479,0.9259731658395218,0.9117127603799687,0.9086053679031478,0.9131178846590844,0.8221730932859763,0.9144260531753508,0.8959644488359934,0.898715524710832,0.6237343238042666,0.784815135603614,0.7575277146628913,0.769008183618109,0.8252631687162629,0.8070711258779314,0.8102581965293131,0.7743433562157647,0.8560992833228964,0.7751256769747256,0.7776157913597371,0.7647819432890609,0.8226127456606207,0.6939733852078446,0.7923537487250153,0.7567425139830314,0.308606699924184,0.7739822484550406,0.8022241168251472,0.7126966450997972,0.7154963689074797,0.5233215213522999,0.4037959217036243,0.5199268172771008,0.6930264888773825,0.6900655593423549,0.6486749731408012,0.7014723744122005,0.600925212577331,0.7509429698155166,0.6320991755806253,0.40335891300231913,0.4919994838040916,0.6871842709362775,0.6696362433535817,0.4178554470186722,0.6873921271791924,0.6426687233894975,0.6987275738599369,0.65489290099943,0.4879500364742662,0.2672612419124243,0.7164248134064811,0.4882041109702523,0.6299716670423093,0.5875696513930033,0.5704770516992727,0.6141208842547151,0.274584823682638,0.5117663157191582,0.24397501823713316,0.3392334963994049,0.3212080372198105,0.3450327796711772,0.17817416127494953,0.29546842014263935,0.1259881576697424,0.1543033499620919,0.1259881576697424,0.1259881576697424,0.17817416127494956
Schizophrenia,0.8711232907904124,0.78140899424224,0.8664086557487989,0.7792930693014481,0.7449765835499993,0.7982814390565806,0.8815810766160915,0.7885261059505349,0.8328675641193,0.7628752671525232,0.7854535846887057,1.0000000000000042,0.7653182696892469,0.8506434768752396,0.7786506844866986,0.8575227256510356,0.7919512423622199,0.762037330918993,0.7754916396951,0.7885122642101002,0.7788313948494554,0.8221626539614852,0.7993691679923184,0.774766643389114,0.8339641930149407,0.7975402161437591,0.7658901459009241,0.8107643798201234,0.8303871549554935,0.8362030270916542,0.7918463689932412,0.7929931256059607,0.8008345037374237,0.7000995703216101,0.8177744038534924,0.8430306582930033,0.7929046108223303,0.8646799342998138,0.8357383407389654,0.8542696780149875,0.8091989147784612,0.8012884244596121,0.8340709010201751,0.8387998517536525,0.8337026499385067,0.8218383749695286,0.7852199230489443,0.8513445173660502,0.86493693389299,0.35694324176541553,0.8023219063495024,0.8746965007734615,0.8601653289127537,0.8635443617263004,0.6135595027152136,0.48734795399126657,0.6098319575126303,0.7344220329914901,0.7495663486194276,0.7683984340444294,0.7715153112173779,0.6296270002437475,0.86287148878944,0.7208969191103229,0.4749468497425375,0.574333359576055,0.7527091982468194,0.7509776736804926,0.4928548853289816,0.7684230530373924,0.7539003503832138,0.7556020206068312,0.7619181170689815,0.5594691951723709,0.3046418873232665,0.7629396323792067,0.5417037189046652,0.7000995703216101,0.6113340496904645,0.6719273583481933,0.7182691352081277,0.33140094990113667,0.589583784004007,0.2944574711433532,0.3953083435320025,0.38767127484640956,0.41642574923301434,0.1881611656996646,0.35660570670953007,0.20274291233858813,0.18623125657326028,0.1520571842539411,0.1520571842539411,0.2150413322281881
Adenocarcinoma,0.8009498370813524,0.8685413185160792,0.8040386423363208,0.9165204048517722,0.90970501059451,0.9205967400940508,0.7944000767247041,0.9330687497017199,0.8371213775625367,0.9408291703379597,0.9550798310120778,0.7653182696892469,0.9999999999999983,0.7997274121108879,0.8876879032192196,0.7835779236684868,0.7332121390916106,0.9323144722218618,0.8823450677217067,0.9223529088965948,0.9299902950852493,0.7533880011953704,0.8252360727400453,0.9111969111969097,0.817903035113408,0.9258294085668437,0.907231344979114,0.9089856028864375,0.9090724813857124,0.8383231686192393,0.9141186206187929,0.9006076766500385,0.9154847885751044,0.6214002245569394,0.7789451847001678,0.7617769829599628,0.7484980460597112,0.8006164228459802,0.8008006467058039,0.8038270592732689,0.7684649448330384,0.8573764036841115,0.7922146528406808,0.7957993226109118,0.7787109800432167,0.8294517742973301,0.7166185272110364,0.7863386118244876,0.7810496847439432,0.30440777365910465,0.7728188887113446,0.7778207728926861,0.7029996402619939,0.711190203666715,0.5162011688725008,0.3983018436366556,0.5272992070164055,0.6780394175396096,0.6636595629116008,0.6516981085674753,0.6919280878563024,0.5732078032529243,0.740725582570489,0.6349391307502401,0.3978707809090262,0.48530530135290667,0.6778343894045653,0.6605251216217571,0.41217007397938255,0.6891548178271443,0.6516981085674753,0.6837068682032591,0.6634413615041201,0.48131095111188954,0.2636248650982481,0.711873237847515,0.49709581280096043,0.6214002245569394,0.5595897845152552,0.5694947974514992,0.6057651087272758,0.27084880165707464,0.504803184247341,0.24065547555594477,0.33461785960870627,0.3168376561996702,0.34033823739056385,0.1757499100654987,0.2914482543129825,0.12427395320024001,0.15220388682955233,0.12427395320024001,0.12427395320024001,0.17574991006549873
Cleft Lip,0.8326433452287759,0.8217377584649972,0.8602274863235996,0.8181110244922297,0.7839870574766962,0.8431866200931863,0.9022938501950121,0.8235765768699209,0.9005978296566834,0.8128511801446646,0.8015454895930322,0.8506434768752396,0.7997274121108879,1.0000000000000027,0.8538828610412678,0.8763484550179718,0.8569455249200668,0.8218002701618723,0.8531511614816539,0.8390039096028988,0.8269398072963886,0.8327235802919962,0.8548555946237928,0.8360786581159281,0.860962566844922,0.8208512602438083,0.8159239699254651,0.8148166868658616,0.8332101675307483,0.8847216781665493,0.8282709765885421,0.8073066954236726,0.8190251150223877,0.731308269936034,0.8431546307406822,0.8565417408100072,0.8040302522073721,0.8685293248085647,0.8371080530215123,0.9243783436291603,0.8660167311719281,0.8264853002082391,0.8889705028708457,0.8744928320272967,0.8591651519784036,0.8647488649853151,0.8056052395193198,0.8468991233887331,0.8784713466340831,0.3283947887145926,0.876435554108566,0.8836473599338615,0.827340303992031,0.8305903885294906,0.5988238830669537,0.4796512894563343,0.6035617173410581,0.7260176335861807,0.7343130710225091,0.7460477618788068,0.7814754073652701,0.6209312529175346,0.8478556363176777,0.7270460990140456,0.4682428183094706,0.5711420213538395,0.7642062186116905,0.756715552834837,0.4740469034801052,0.7652618299962447,0.7460477618788068,0.7462342475615679,0.7533893145222635,0.5475598112357868,0.3102526139970116,0.843898596104464,0.5575952233969369,0.7023455661761913,0.6036848758616957,0.6542645748812063,0.6982086175288389,0.3187542596968178,0.5940885257860047,0.2832205920185104,0.39380225228373583,0.3728772360376538,0.40053440237591437,0.2068350759980076,0.3429971702850177,0.14625448482542613,0.17912443020795968,0.14625448482542613,0.14625448482542613,0.20683507599800766
Adenoma,0.8315124678433486,0.9162840530575275,0.8393019909945463,0.8521035454260599,0.8685499526722645,0.8530089452146588,0.8436766503519745,0.8674888038915836,0.8743904777865658,0.8975562319388528,0.887604610898764,0.7786506844866986,0.8876879032192196,0.8538828610412678,1.0000000000000013,0.7919613090614027,0.7856684446313144,0.8955500502145894,0.9176081560951784,0.8541398015803129,0.8331305847627847,0.780235650940241,0.8753760408348848,0.8755277949559426,0.8395719751020286,0.8455587530522143,0.8567729286320958,0.8204970145981036,0.8356190445537296,0.8322596606583147,0.8450125202588158,0.8040984223880664,0.8349799335084083,0.6329830179736036,0.8177543214240245,0.7793554480304047,0.7857902247362563,0.8264185980853688,0.8258628220421937,0.8342315819285065,0.836088361661527,0.8865239498086291,0.8075080231108268,0.7951856148770514,0.802180164662195,0.8707772846757537,0.7186363059767624,0.8055035971715587,0.7732568817830773,0.31957418477478455,0.8162399048104829,0.8354542095260318,0.7207275062725687,0.7238259382998509,0.5419196945573357,0.418146308960631,0.5384043470692549,0.7234903578295551,0.7145896010104958,0.6779477507925247,0.726401799604109,0.6222813210704552,0.7776305162853091,0.6605683332550741,0.41769376953263637,0.5011323069984055,0.7056260336821301,0.6872976671162914,0.4327054917067634,0.7234903578295551,0.6779477507925247,0.7351364036115304,0.6903861760216558,0.5052911526399116,0.2767593624086655,0.7800709187617987,0.49740015570325014,0.6588190595235466,0.6084511204340459,0.5836335889580726,0.6293898061189269,0.2843432148474573,0.5299538317908343,0.25264557631995577,0.3391759899585221,0.33262335737638815,0.35729480050524803,0.18450624160577703,0.3059689874425115,0.13046561461068845,0.15978709238739228,0.13046561461068845,0.13046561461068845,0.18450624160577705
Agranulocytosis,0.9086652227427745,0.8157554501229971,0.904107321110109,0.7734696943631095,0.7358860232418203,0.7870861581296064,0.8791112902690876,0.7774676360394646,0.8367177355366634,0.7529849498784277,0.7697160203425387,0.8575227256510356,0.7835779236684868,0.8763484550179718,0.7919613090614027,0.9999999999999979,0.8222567255916131,0.7565169738798145,0.8198126043207307,0.7869541272996716,0.7919459937571943,0.9240076263027506,0.8181067991686873,0.7689770927926766,0.904987293417252,0.8059403683279657,0.759070707227267,0.8192015058343594,0.8290763176179986,0.8614716397579592,0.7698872787370297,0.790431463838761,0.8145908679874776,0.7755434100663814,0.8909745459889574,0.8990867729468843,0.8611908180451131,0.868256941613356,0.902558086417876,0.8569241222862537,0.821909939204388,0.841794780276074,0.8824987354482853,0.8701899215468939,0.8834355828220845,0.8523552811751155,0.8359128447549756,0.8770706797428195,0.9222302634641274,0.3517412136650937,0.8383747855781105,0.8387861089929772,0.8861580409947398,0.896482560675384,0.6599869863004042,0.5020747682745758,0.6373652448276492,0.7636206940734251,0.7507664795050896,0.7916181089011375,0.780761399755715,0.6322316407532977,0.8825506815596869,0.7571021739356575,0.47706645095140915,0.5916887227286358,0.7826349082413047,0.8031441012446848,0.5077481095754748,0.7986491662786281,0.821490490369105,0.7853853225174597,0.8362933116242683,0.6067109357092566,0.3323092653730268,0.8056442104600967,0.5874453374909683,0.7600325418650538,0.6214100763913385,0.6836857716066638,0.7635901802917998,0.34141531479697007,0.6363237976534617,0.3033554678546287,0.40725387959542597,0.3993860318714059,0.4290094168600512,0.19384707146759894,0.36738171586699053,0.15665208999759145,0.19185884381732382,0.15665208999759148,0.15665208999759148,0.22153951024868448
Astrocytoma,0.7925617867208068,0.7694861565103676,0.813700476884449,0.7527543243633246,0.6942086071175105,0.7653425531807062,0.8589355607171096,0.7663457709704132,0.8028837221403248,0.7236579827440545,0.7330731168723622,0.7919512423622199,0.7332121390916106,0.8569455249200668,0.7856684446313144,0.8222567255916131,1.0000000000000018,0.7217382740396127,0.8137884587711578,0.7701510353724943,0.7524404024384287,0.8400186672889133,0.8443638711889349,0.7483820454176439,0.8033864296125626,0.7666667523617525,0.7263935989410717,0.7843750165673892,0.773605054438543,0.7936092026144849,0.7575155674956895,0.7495872449089025,0.7703864076366963,0.6929627529413336,0.8249442246525076,0.851519113418414,0.7763325904819731,0.7966577405453389,0.8081801844107724,0.7880563578030837,0.7990479117643923,0.7786798656466761,0.796250583441474,0.8287638833025903,0.8541271413122182,0.8265378792329501,0.8124612026358966,0.7801840702569276,0.8222174769149893,0.3654505218018024,0.7974409703193651,0.7595992950724622,0.7768377058253901,0.7892214082384474,0.5891314220768684,0.4852496834978926,0.5959862166454512,0.7569895062567139,0.7205973117152276,0.7836760195081103,0.7673437900983636,0.6227499341892478,0.8172802578476648,0.7416614694884933,0.4956603794525093,0.5418136629695891,0.7385386704838812,0.7655477856157534,0.4661962595713209,0.7861044872665875,0.7991943565280728,0.7510053056254257,0.8002918603197023,0.5463101190137933,0.3260800246674471,0.775797469991039,0.5594795654051717,0.7090781658004344,0.5932815090013248,0.6570578421143377,0.6952049484835489,0.3173829900234442,0.6410907822842583,0.31517891481565,0.3929034799458399,0.398992618385648,0.43087261937611615,0.2014023681769526,0.3817006212182664,0.16275769175423188,0.16611387354627388,0.16275769175423188,0.16275769175423188,0.23017413505937437
Atherosclerosis,0.7873659394005766,0.853256123830646,0.7815693847008259,0.9225749227067539,0.924349123268959,0.9273745626708249,0.7991886979124821,0.9237719669414026,0.8597096744486363,0.952611845087425,0.9298681185930329,0.762037330918993,0.9323144722218618,0.8218002701618723,0.8955500502145894,0.7565169738798145,0.7217382740396127,0.9999999999999939,0.8828371276820728,0.9292634998283575,0.9010854934207522,0.7265660086239155,0.8193638947627737,0.9398635772600955,0.7951472884268926,0.8929230339419083,0.921774645282109,0.8761751330325053,0.8887175325906295,0.8061900936916819,0.9292385433439199,0.8886706947897282,0.8909365508718166,0.613501233770266,0.7474019787461784,0.7636938734095784,0.7317385029949639,0.8089253182740087,0.7736597661570646,0.8082808970833862,0.7831298902858219,0.8466028857797627,0.7789790246408841,0.7732940310179621,0.7517590054906333,0.8020656958517939,0.6901164848108091,0.7547548429916271,0.7442306159237041,0.29759181038606564,0.7967246772496012,0.7867770838748358,0.6818896375952463,0.6846512683325119,0.511852146548395,0.39843893827771826,0.5225540456520318,0.6465577316597514,0.643254333651457,0.6255222574770055,0.6764351969300223,0.5540052891691513,0.7290999354458587,0.626314366280001,0.38896209701605805,0.4744388800704563,0.6626570690363994,0.6457353712951607,0.4029412160802565,0.6628575064074761,0.6197303847225888,0.6522271370116008,0.6315182530556915,0.47053396691646027,0.25772206775253453,0.7264126077875902,0.4859653913846289,0.613501233770266,0.5405474471358473,0.5567432977872268,0.6044118241203846,0.264784253887974,0.4935001878665841,0.23526698345823,0.3271254653962315,0.30974337670012253,0.3327177587852354,0.1718147118350231,0.2849224663099034,0.1214913478461574,0.14879590519303287,0.1214913478461574,0.1214913478461574,0.17181471183502312
Carcinoma,0.8115968572446876,0.8953132475079784,0.808736084303185,0.8541666666666649,0.8569004209869664,0.854581124358439,0.8424000324134533,0.865347277647053,0.8663935942066443,0.8652121461015947,0.8693182879212253,0.7754916396951,0.8823450677217067,0.8531511614816539,0.9176081560951784,0.8198126043207307,0.8137884587711578,0.8828371276820728,1.0000000000000018,0.8556289150888559,0.8337049318979689,0.7973857359718676,0.8623373649530357,0.8574902770816585,0.8287754140107495,0.832964203960391,0.8203487041414926,0.8157458729160958,0.8180291664554022,0.8261120812869552,0.8418882910093289,0.8037120809545993,0.8311111111111118,0.653497378364606,0.7996173402852763,0.801691977694846,0.7491655973344491,0.8109924125101983,0.8086379131508316,0.8229996816627559,0.7895067124089719,0.9245003270420503,0.8104325862161392,0.8383815347940358,0.8250343406539837,0.8560619751298166,0.74017015060853,0.7823042886243161,0.795557284175731,0.31299035602229497,0.8140806303599591,0.7814605737158146,0.7306770072260975,0.7397361013063471,0.553831440490465,0.4472135954999579,0.5657385085532537,0.6857275130999368,0.6755244875897041,0.6992058987801001,0.7423685817106704,0.5730623774079823,0.7838367176906186,0.6750880531254374,0.4268749491621902,0.5036117277360574,0.721136150995526,0.7024049150597536,0.44221663871405364,0.739393144559932,0.6992058987801001,0.6980537874073438,0.7118052168020887,0.5077911498360838,0.282842712474619,0.7581927557397647,0.5166666666666673,0.666699345604295,0.5574985181156529,0.6110100926607782,0.6365239496641681,0.2905932629027116,0.5416025603090632,0.2581988897471611,0.34663129793049674,0.339934634239519,0.36514837167011094,0.18856180831641264,0.31269438398822863,0.13333333333333333,0.16329931618554522,0.13333333333333333,0.13333333333333333,0.18856180831641262
Coronary Artery Disease,0.7937620406123003,0.8349867213266876,0.8054013660505358,0.931792852606233,0.8854756434923465,0.960352864702778,0.82870637726214,0.9568657940329361,0.846809798439942,0.9074601402804774,0.9105758211137958,0.7885122642101002,0.9223529088965948,0.8390039096028988,0.8541398015803129,0.7869541272996716,0.7701510353724943,0.9292634998283575,0.8556289150888559,0.9999999999999978,0.948593146787347,0.7593717293065217,0.8519065931144679,0.958602586538819,0.8153032341903875,0.9528185269284535,0.9464102827583744,0.9438092691549764,0.93522036311145,0.8412562731444634,0.9789116676104673,0.9351103806213085,0.9290920037581006,0.648235497465742,0.7925202591056848,0.804797691119881,0.7546199771644911,0.811861814837835,0.7960711989580358,0.8289571460257714,0.8210852016194101,0.8224906009330064,0.8072073527955719,0.8001600480160088,0.7971083741035383,0.8323538398058464,0.7475658184884472,0.7904678029519681,0.7941521186087008,0.3175536744149779,0.7866491244003163,0.7973403808111731,0.7161707008032915,0.7249129251972032,0.5384934029192677,0.4251654261451285,0.5500707117016003,0.6899275324264122,0.6804852857260282,0.6798418006783502,0.7218091183694916,0.5843718356755213,0.7727139410764485,0.6504246856909424,0.4150528973071084,0.5062632921794781,0.7071067811865476,0.6890500097717034,0.42996970774675786,0.7189160842090344,0.6736614206721834,0.6959772301613503,0.6860212038575181,0.493728171165877,0.2750095491084634,0.7534567067015087,0.51046043229733,0.6546536707079771,0.5698568164620236,0.5940885257860044,0.618895791453665,0.28254545257906594,0.5186243581375423,0.25104822262671694,0.349068387992666,0.3305203435175988,0.3550358012483633,0.18333969940564224,0.30403449605253013,0.12964074471043288,0.15877683720748897,0.12964074471043288,0.12964074471043288,0.18333969940564226
Endometriosis,0.7955087224690865,0.8295209649961568,0.7971637117039332,0.9229512710173611,0.8665047979001965,0.9469554171724001,0.8108683346381841,0.9438482324324087,0.8508965329965886,0.8872762777157026,0.9218668344494969,0.7788313948494554,0.9299902950852493,0.8269398072963886,0.8331305847627847,0.7919459937571943,0.7524404024384287,0.9010854934207522,0.8337049318979689,0.948593146787347,1.0000000000000013,0.768372404068089,0.8328201267945107,0.9175904244841127,0.8123467518735112,0.9644539699627891,0.9330413858914134,0.9549006489468016,0.9373045518980773,0.8535468363963193,0.9482741105875293,0.950604769407536,0.9401353487360081,0.6718090752798137,0.8029937096762713,0.7947220944613268,0.7690172868560031,0.8091961923369954,0.8169324941698166,0.8310113207842159,0.7877580796698421,0.8255951707567396,0.7790533033123781,0.8262605458785482,0.8127866778034364,0.830036951832036,0.7328057456775762,0.7958769337662659,0.77791934536775,0.32587526795614113,0.8122775702717212,0.7893560552605894,0.7231791675698885,0.7264741167462434,0.5526047912757311,0.4263909507379228,0.5490201312524423,0.6901583760781247,0.6922452887690945,0.6786302516861593,0.7347507690021449,0.5927123957294523,0.7766693886288046,0.6735928396548744,0.4259294885348274,0.5195300803849365,0.7256367359542715,0.7071067811865459,0.44123719866612027,0.719906581943561,0.672287912885354,0.7024103161594583,0.6853083760272205,0.515254039929545,0.28221626051507925,0.7509508793651255,0.5155223315592476,0.6520499848304073,0.5776585063991163,0.6096568017575152,0.6351141495951731,0.2899496446974492,0.5322150719496811,0.2576270199647724,0.3582158344780372,0.3391817326856072,0.3643396256679453,0.1646261519671295,0.31200181528856985,0.13303802104754786,0.16293763397807054,0.13303802104754786,0.13303802104754786,0.18814417367671943
Glomerulonephritis,0.8565296788144979,0.8083129862447621,0.8673282530662887,0.7424289279703821,0.7035741690082701,0.749353411629216,0.8464131044074702,0.7506212952522922,0.8026800745087818,0.728498558332413,0.7431373466671616,0.8221626539614852,0.7533880011953704,0.8327235802919962,0.780235650940241,0.9240076263027506,0.8400186672889133,0.7265660086239155,0.7973857359718676,0.7593717293065217,0.768372404068089,0.9999999999999989,0.7876776504704838,0.7432070822602979,0.8566868487896077,0.7882161857719877,0.7469221690231679,0.8064221930441308,0.8008727698021829,0.8289521839748889,0.7465843810117209,0.7656983396984954,0.791924189835074,0.7624908448361896,0.8684987493157332,0.8955977162068052,0.8543795813390416,0.8255744558679903,0.8756919438178484,0.8175514430150667,0.8105331762870686,0.8122902413802684,0.8319394887422291,0.8343075162309752,0.8790905889130335,0.8380099553526954,0.8319974378055709,0.8231020830274266,0.866822075991601,0.3678950341498583,0.833651047833931,0.7883912999982484,0.8254803360679773,0.8374465151953269,0.6805745919552453,0.5129203138131183,0.6285429238697575,0.7840353368286253,0.7403744744493197,0.8123512676559514,0.7871904213541644,0.6269155320282409,0.8628810800969385,0.7541641122019264,0.48618161736940707,0.5978838245547456,0.8035578771753519,0.8014953062253634,0.5063658216472748,0.8133450690465178,0.8435955471811802,0.7996458551334371,0.8670275222628389,0.6345743169703517,0.34757066781809554,0.7809868085795633,0.5939431423763039,0.7381560306392899,0.6323823438679469,0.6972071391076171,0.7821911066096123,0.35709491528652415,0.6554631106045813,0.3172871584851763,0.4259571358734131,0.417727954888468,0.4487118026965582,0.2027495562272223,0.38425383109529226,0.1638463841038081,0.20067001862719538,0.1638463841038081,0.1638463841038081,0.23171377854539693
Hypersensitivity,0.8420899274766014,0.8578584433284424,0.8492928422073515,0.8516734336351008,0.7973951775196595,0.8554991145151275,0.8637674839351334,0.8538471049546048,0.8801193876129744,0.8312218830153889,0.8366191769856057,0.7993691679923184,0.8252360727400453,0.8548555946237928,0.8753760408348848,0.8181067991686873,0.8443638711889349,0.8193638947627737,0.8623373649530357,0.8519065931144679,0.8328201267945107,0.7876776504704838,1.0000000000000038,0.8510247000131715,0.8649722288796957,0.8319080999773492,0.824709334047687,0.8180240523215857,0.8114556057400748,0.8622224096282648,0.842000718309824,0.8057996177780384,0.8254459268801788,0.6712013893016531,0.8510709086469448,0.8156087573091745,0.7940895592447028,0.8613790513728797,0.8547514322885288,0.8385812739914564,0.8450929139591844,0.8393309505838733,0.8101179403912149,0.8111773283374345,0.8235247249909965,0.868152778628881,0.7501196076875465,0.8488332417033767,0.8034357812356121,0.3247499344668203,0.8081690624985712,0.8208315130738018,0.7581297814690027,0.767529241076247,0.5582215461280837,0.44339322783765145,0.5789532463875221,0.7547996343654881,0.7514207701705463,0.7188810114726484,0.7578370697136263,0.6598535432689537,0.8076389674566118,0.7322909950084946,0.4321105998989006,0.5313897705472089,0.7482304590904708,0.7353025611673939,0.4484034798379164,0.7609865166143855,0.7188810114726484,0.7611086918893603,0.7255919468255412,0.5090097337879782,0.2934695928267111,0.7808949363793659,0.5447251402945342,0.6985973643751899,0.6451883000982971,0.6339667779924176,0.6534872419343283,0.3015113445777636,0.5534370704800914,0.2678998598884099,0.359654823610793,0.33914091818148906,0.36623869470497317,0.19564639521780738,0.324442842261525,0.13834289277321493,0.16943474841747153,0.13834289277321493,0.13834289277321493,0.1956463952178074
Myocardial Infarction,0.8187487223498269,0.8472535411014694,0.8086070437132318,0.9242875269267873,0.9204495579637366,0.9446123072269389,0.8082558920164141,0.9370224308445239,0.866716577779394,0.9296288230720315,0.9120229533844841,0.774766643389114,0.9111969111969097,0.8360786581159281,0.8755277949559426,0.7689770927926766,0.7483820454176439,0.9398635772600955,0.8574902770816585,0.958602586538819,0.9175904244841127,0.7432070822602979,0.8510247000131715,0.9999999999999983,0.8315347523652981,0.9216777071831359,0.9468484342795117,0.9089856028864375,0.9048832072779441,0.8155426477328469,0.9464768018796351,0.9006076766500385,0.9154847885751044,0.6275527020278002,0.7933700955279488,0.7811853137360127,0.7535215228789038,0.8408708798605825,0.8102218307846957,0.8222002491995152,0.8290106677592773,0.8229090105711824,0.8060323502739485,0.7910053507879545,0.7835779236684868,0.8474833346081417,0.7166185272110364,0.7863386118244876,0.7711629798737667,0.30440777365910465,0.8056051445960686,0.8227815112101827,0.6920152708829003,0.7003323379618798,0.5162011688725008,0.4075646772096011,0.5272992070164055,0.6891548178271443,0.680676474781129,0.6516981085674753,0.6919280878563024,0.5927489783638193,0.7610194341477627,0.6349391307502401,0.3978707809090262,0.48530530135290667,0.6778343894045653,0.6605251216217571,0.41217007397938255,0.6891548178271443,0.6516981085674753,0.700248163401725,0.6634413615041201,0.4732891019266914,0.2636248650982481,0.7430501679722235,0.4893286907259454,0.6275527020278002,0.5795751339622286,0.5694947974514992,0.5995201076063761,0.27084880165707464,0.504803184247341,0.24065547555594477,0.33461785960870627,0.3168376561996702,0.34033823739056385,0.1757499100654987,0.2914482543129825,0.18641092980036,0.15220388682955233,0.12427395320024001,0.12427395320024001,0.17574991006549873
Nephritis,0.9216681054104694,0.8618225271706068,0.9086152824293018,0.8226814771430243,0.7839870574766962,0.8384760803161294,0.8696808194650719,0.8235765768699209,0.8657680793384692,0.795276019492888,0.8245784059606479,0.8339641930149407,0.817903035113408,0.860962566844922,0.8395719751020286,0.904987293417252,0.8033864296125626,0.7951472884268926,0.8287754140107495,0.8153032341903875,0.8123467518735112,0.8566868487896077,0.8649722288796957,0.8315347523652981,1.0000000000000027,0.8208512602438083,0.8205863926107535,0.8348121883840421,0.8430706428861418,0.8579119303433206,0.8139904425094292,0.8122594972360878,0.8434008624932922,0.7240675939960733,0.899742189850795,0.8394109059938071,0.8631501236932086,0.9316950938855509,0.9368957679512295,0.8595096879358862,0.855054494068486,0.8315557621727068,0.8456060880966578,0.8688509427884109,0.8706206873381157,0.9178009425917765,0.780430075784341,0.9085937615163892,0.8610182735221478,0.3433218245652559,0.8158016478494828,0.83602564592545,0.827340303992031,0.8305903885294906,0.5901452760659833,0.46875012378687214,0.5950608480827334,0.7848839282012767,0.7877176580059643,0.7390753528892853,0.7420732859855086,0.6899236143528162,0.8418848219774123,0.7203141906898415,0.44540170522120376,0.552416053440599,0.7373919653270697,0.7498363205363385,0.4740469034801052,0.7456397317912127,0.75999257985785,0.8176131755891961,0.7739362958274162,0.5475598112357868,0.3102526139970116,0.7766313167048329,0.5575952233969369,0.7240675939960733,0.6820855090904869,0.6542645748812063,0.6982086175288389,0.3187542596968178,0.5940885257860047,0.2832205920185104,0.38022286427395185,0.3728772360376538,0.40053440237591437,0.2068350759980076,0.34299717028501764,0.14625448482542613,0.17912443020795968,0.14625448482542613,0.14625448482542613,0.2068350759980076
